model,subject,sim_within_subject,trial,choice
wsls,145,4,6,0
repetition,145,4,7,0
wsls,145,4,7,1
repetition,145,4,8,0
wsls,145,4,8,1
repetition,145,4,9,0
wsls,145,4,9,0
repetition,145,4,10,0
wsls,145,4,10,0
repetition,145,4,11,0
wsls,145,4,11,1
repetition,145,4,12,0
wsls,145,4,12,1
repetition,145,4,13,0
wsls,145,4,13,1
repetition,145,4,14,0
wsls,145,4,14,0
repetition,145,4,15,0
wsls,145,4,15,0
repetition,145,4,16,0
wsls,145,4,16,1
repetition,145,4,17,1
wsls,145,4,17,1
repetition,145,4,18,0
wsls,145,4,18,0
repetition,145,4,19,0
wsls,145,4,19,1
repetition,145,4,20,0
wsls,145,4,20,1
repetition,145,4,21,0
wsls,145,4,21,0
repetition,145,4,22,0
wsls,145,4,22,1
repetition,145,4,23,0
wsls,145,4,23,0
repetition,145,4,24,0
wsls,145,4,24,0
repetition,145,4,25,0
wsls,145,4,25,1
repetition,145,4,26,1
wsls,145,4,26,0
repetition,145,4,27,0
wsls,145,4,27,1
repetition,145,4,28,0
wsls,145,4,28,1
repetition,145,4,29,1
wsls,145,4,29,0
repetition,145,4,30,1
wsls,145,4,30,0
repetition,145,4,31,0
wsls,145,4,31,1
repetition,145,4,32,0
wsls,145,4,32,0
repetition,145,4,33,0
wsls,145,4,33,0
repetition,145,4,34,0
wsls,145,4,34,0
repetition,145,4,35,0
wsls,145,4,35,0
repetition,145,4,36,1
wsls,145,4,36,1
repetition,145,4,37,1
wsls,145,4,37,1
repetition,145,4,38,1
wsls,145,4,38,0
repetition,145,4,39,1
wsls,145,4,39,1
repetition,145,4,40,1
wsls,145,4,40,1
repetition,145,4,41,1
wsls,145,4,41,1
repetition,145,4,42,1
wsls,145,4,42,1
repetition,145,4,43,1
wsls,145,4,43,0
repetition,145,4,44,1
wsls,145,4,44,0
repetition,145,4,45,0
wsls,145,4,45,1
repetition,145,4,46,0
wsls,145,4,46,1
repetition,145,4,47,0
wsls,145,4,47,1
repetition,145,4,48,0
wsls,145,4,48,1
repetition,145,4,49,0
wsls,145,4,49,1
repetition,145,4,50,0
wsls,145,4,50,1
repetition,145,4,51,0
wsls,145,4,51,1
repetition,145,4,52,1
wsls,145,4,52,1
repetition,145,4,53,0
wsls,145,4,53,1
repetition,145,4,54,0
wsls,145,4,54,1
repetition,145,4,55,0
wsls,145,4,55,1
repetition,145,4,56,1
wsls,145,4,56,0
repetition,145,4,57,0
wsls,145,4,57,0
repetition,145,4,58,0
wsls,145,4,58,1
repetition,145,4,59,0
wsls,145,4,59,1
repetition,145,4,60,1
wsls,145,4,60,1
repetition,145,4,61,1
wsls,145,4,61,0
repetition,145,4,62,0
wsls,145,4,62,0
repetition,145,4,63,0
wsls,145,4,63,0
repetition,145,4,64,1
wsls,145,4,64,0
repetition,145,4,65,1
wsls,145,4,65,1
repetition,145,4,66,1
wsls,145,4,66,0
repetition,145,4,67,1
wsls,145,4,67,1
repetition,145,4,68,1
wsls,145,4,68,0
repetition,145,4,69,1
wsls,145,4,69,1
repetition,145,4,70,1
wsls,145,4,70,1
repetition,145,4,71,1
wsls,145,4,71,0
repetition,145,4,72,1
wsls,145,4,72,1
repetition,145,4,73,1
wsls,145,4,73,0
repetition,145,4,74,1
wsls,145,4,74,1
repetition,145,4,75,1
wsls,145,4,75,0
repetition,145,4,76,1
wsls,145,4,76,1
repetition,145,4,77,0
wsls,145,4,77,1
repetition,145,4,78,0
wsls,145,4,78,0
repetition,145,4,79,0
wsls,145,4,79,1
repetition,145,4,80,0
wsls,145,4,80,0
repetition,145,4,81,0
wsls,145,4,81,1
repetition,145,4,82,0
wsls,145,4,82,1
repetition,145,4,83,0
wsls,145,4,83,0
repetition,145,4,84,0
wsls,145,4,84,1
repetition,145,4,85,0
wsls,145,4,85,0
repetition,145,4,86,0
wsls,145,4,86,1
repetition,145,4,87,1
wsls,145,4,87,1
repetition,145,4,88,1
wsls,145,4,88,1
repetition,145,4,89,1
wsls,145,4,89,1
repetition,145,4,90,1
wsls,145,4,90,1
repetition,145,4,91,1
wsls,145,4,91,0
repetition,145,4,92,1
wsls,145,4,92,0
repetition,145,4,93,1
wsls,145,4,93,1
repetition,145,4,94,1
wsls,145,4,94,0
repetition,145,4,95,1
wsls,145,4,95,1
repetition,145,4,96,1
wsls,145,4,96,1
repetition,145,4,97,1
wsls,145,4,97,0
repetition,145,4,98,1
wsls,145,4,98,0
repetition,145,4,99,1
wsls,145,4,99,0
repetition,145,4,100,1
wsls,145,4,100,0
repetition,145,4,101,1
wsls,145,4,101,1
repetition,145,4,102,1
wsls,145,4,102,0
repetition,145,4,103,1
wsls,145,4,103,0
repetition,145,4,104,1
wsls,145,4,104,0
repetition,145,4,105,1
wsls,145,4,105,1
repetition,145,4,106,1
wsls,145,4,106,0
repetition,145,4,107,1
wsls,145,4,107,0
repetition,145,4,108,1
wsls,145,4,108,0
repetition,145,4,109,1
wsls,145,4,109,0
repetition,145,4,110,1
wsls,145,4,110,0
repetition,145,4,111,1
wsls,145,4,111,0
repetition,145,4,112,1
wsls,145,4,112,1
repetition,145,4,113,1
wsls,145,4,113,1
repetition,145,4,114,1
wsls,145,4,114,1
repetition,145,4,115,1
wsls,145,4,115,0
repetition,145,4,116,1
wsls,145,4,116,1
repetition,145,4,117,0
wsls,145,4,117,0
repetition,145,4,118,0
wsls,145,4,118,0
repetition,145,4,119,0
wsls,145,4,119,1
repetition,145,4,120,0
wsls,145,4,120,0
repetition,145,4,121,0
wsls,145,4,121,0
repetition,145,4,122,1
wsls,145,4,122,0
repetition,145,4,123,1
wsls,145,4,123,1
repetition,145,4,124,1
wsls,145,4,124,0
repetition,145,4,125,1
wsls,145,4,125,1
repetition,145,4,126,1
wsls,145,4,126,0
repetition,145,4,127,1
wsls,145,4,127,1
repetition,145,4,128,0
wsls,145,4,128,1
repetition,145,4,129,0
wsls,145,4,129,0
repetition,145,4,130,0
wsls,145,4,130,0
repetition,145,4,131,1
wsls,145,4,131,0
repetition,145,4,132,1
wsls,145,4,132,1
repetition,145,4,133,1
wsls,145,4,133,0
repetition,145,4,134,1
wsls,145,4,134,1
repetition,145,4,135,0
wsls,145,4,135,1
repetition,145,4,136,0
wsls,145,4,136,1
repetition,145,4,137,0
wsls,145,4,137,1
repetition,145,4,138,0
wsls,145,4,138,1
repetition,145,4,139,1
wsls,145,4,139,1
repetition,145,4,140,1
wsls,145,4,140,1
repetition,145,5,1,0
wsls,145,5,1,1
repetition,145,5,2,1
wsls,145,5,2,1
repetition,145,5,3,0
wsls,145,5,3,0
repetition,145,5,4,0
wsls,145,5,4,1
repetition,145,5,5,0
wsls,145,5,5,1
repetition,145,5,6,1
wsls,145,5,6,1
repetition,145,5,7,1
wsls,145,5,7,1
repetition,145,5,8,1
wsls,145,5,8,1
repetition,145,5,9,1
wsls,145,5,9,0
repetition,145,5,10,1
wsls,145,5,10,0
repetition,145,5,11,1
wsls,145,5,11,1
repetition,145,5,12,1
wsls,145,5,12,1
repetition,145,5,13,1
wsls,145,5,13,0
repetition,145,5,14,1
wsls,145,5,14,1
repetition,145,5,15,0
wsls,145,5,15,1
repetition,145,5,16,0
wsls,145,5,16,1
repetition,145,5,17,0
wsls,145,5,17,1
repetition,145,5,18,0
wsls,145,5,18,1
repetition,145,5,19,0
wsls,145,5,19,0
repetition,145,5,20,0
wsls,145,5,20,0
repetition,145,5,21,0
wsls,145,5,21,0
repetition,145,5,22,0
wsls,145,5,22,0
repetition,145,5,23,1
wsls,145,5,23,1
repetition,145,5,24,1
wsls,145,5,24,0
repetition,145,5,25,1
wsls,145,5,25,0
repetition,145,5,26,1
wsls,145,5,26,1
repetition,145,5,27,1
wsls,145,5,27,1
repetition,145,5,28,1
wsls,145,5,28,1
repetition,145,5,29,1
wsls,145,5,29,0
repetition,145,5,30,1
wsls,145,5,30,1
repetition,145,5,31,1
wsls,145,5,31,0
repetition,145,5,32,1
wsls,145,5,32,0
repetition,145,5,33,1
wsls,145,5,33,0
repetition,145,5,34,1
wsls,145,5,34,0
repetition,145,5,35,1
wsls,145,5,35,0
repetition,145,5,36,1
wsls,145,5,36,0
repetition,145,5,37,1
wsls,145,5,37,1
repetition,145,5,38,1
wsls,145,5,38,0
repetition,145,5,39,1
wsls,145,5,39,1
repetition,145,5,40,1
wsls,145,5,40,0
repetition,145,5,41,1
wsls,145,5,41,1
repetition,145,5,42,0
wsls,145,5,42,1
repetition,145,5,43,0
wsls,145,5,43,1
repetition,145,5,44,0
wsls,145,5,44,1
repetition,145,5,45,0
wsls,145,5,45,0
repetition,145,5,46,0
wsls,145,5,46,0
repetition,145,5,47,0
wsls,145,5,47,1
repetition,145,5,48,0
wsls,145,5,48,1
repetition,145,5,49,0
wsls,145,5,49,1
repetition,145,5,50,1
wsls,145,5,50,0
repetition,145,5,51,1
wsls,145,5,51,1
repetition,145,5,52,1
wsls,145,5,52,0
repetition,145,5,53,1
wsls,145,5,53,0
repetition,145,5,54,1
wsls,145,5,54,1
repetition,145,5,55,0
wsls,145,5,55,0
repetition,145,5,56,0
wsls,145,5,56,1
repetition,145,5,57,0
wsls,145,5,57,0
repetition,145,5,58,0
wsls,145,5,58,0
repetition,145,5,59,0
wsls,145,5,59,0
repetition,145,5,60,0
wsls,145,5,60,1
repetition,145,5,61,0
wsls,145,5,61,0
repetition,145,5,62,0
wsls,145,5,62,0
repetition,145,5,63,0
wsls,145,5,63,0
repetition,145,5,64,0
wsls,145,5,64,0
repetition,145,5,65,0
wsls,145,5,65,1
repetition,145,5,66,0
wsls,145,5,66,0
repetition,145,5,67,1
wsls,145,5,67,1
repetition,145,5,68,0
wsls,145,5,68,0
repetition,145,5,69,0
wsls,145,5,69,0
repetition,145,5,70,1
wsls,145,5,70,0
repetition,145,5,71,1
wsls,145,5,71,1
repetition,145,5,72,1
wsls,145,5,72,1
repetition,145,5,73,1
wsls,145,5,73,1
repetition,145,5,74,1
wsls,145,5,74,1
repetition,145,5,75,1
wsls,145,5,75,0
repetition,145,5,76,1
wsls,145,5,76,1
repetition,145,5,77,1
wsls,145,5,77,1
repetition,145,5,78,1
wsls,145,5,78,1
repetition,145,5,79,0
wsls,145,5,79,1
repetition,145,5,80,0
wsls,145,5,80,1
repetition,145,5,81,0
wsls,145,5,81,0
repetition,145,5,82,0
wsls,145,5,82,0
repetition,145,5,83,0
wsls,145,5,83,1
repetition,145,5,84,0
wsls,145,5,84,1
repetition,145,5,85,0
wsls,145,5,85,1
repetition,145,5,86,0
wsls,145,5,86,0
repetition,145,5,87,0
wsls,145,5,87,0
repetition,145,5,88,0
wsls,145,5,88,1
repetition,145,5,89,0
wsls,145,5,89,1
repetition,145,5,90,0
wsls,145,5,90,0
repetition,145,5,91,0
wsls,145,5,91,0
repetition,145,5,92,0
wsls,145,5,92,0
repetition,145,5,93,0
wsls,145,5,93,0
repetition,145,5,94,0
wsls,145,5,94,1
repetition,145,5,95,1
wsls,145,5,95,0
repetition,145,5,96,1
wsls,145,5,96,1
repetition,145,5,97,1
wsls,145,5,97,0
repetition,145,5,98,1
wsls,145,5,98,0
repetition,145,5,99,1
wsls,145,5,99,1
repetition,145,5,100,1
wsls,145,5,100,1
repetition,145,5,101,1
wsls,145,5,101,0
repetition,145,5,102,1
wsls,145,5,102,0
repetition,145,5,103,1
wsls,145,5,103,1
repetition,145,5,104,1
wsls,145,5,104,1
repetition,145,5,105,1
wsls,145,5,105,0
repetition,145,5,106,1
wsls,145,5,106,0
repetition,145,5,107,1
wsls,145,5,107,0
repetition,145,5,108,0
wsls,145,5,108,1
repetition,145,5,109,0
wsls,145,5,109,1
repetition,145,5,110,0
wsls,145,5,110,0
repetition,145,5,111,0
wsls,145,5,111,1
repetition,145,5,112,0
wsls,145,5,112,0
repetition,145,5,113,0
wsls,145,5,113,1
repetition,145,5,114,0
wsls,145,5,114,1
repetition,145,5,115,0
wsls,145,5,115,1
repetition,145,5,116,1
wsls,145,5,116,1
repetition,145,5,117,0
wsls,145,5,117,0
repetition,145,5,118,1
wsls,145,5,118,1
repetition,145,5,119,0
wsls,145,5,119,1
repetition,145,5,120,0
wsls,145,5,120,1
repetition,145,5,121,0
wsls,145,5,121,1
repetition,145,5,122,0
wsls,145,5,122,1
repetition,145,5,123,0
wsls,145,5,123,0
repetition,145,5,124,0
wsls,145,5,124,1
repetition,145,5,125,1
wsls,145,5,125,0
repetition,145,5,126,1
wsls,145,5,126,1
repetition,145,5,127,1
wsls,145,5,127,1
repetition,145,5,128,1
wsls,145,5,128,1
repetition,145,5,129,1
wsls,145,5,129,1
repetition,145,5,130,1
wsls,145,5,130,1
repetition,145,5,131,1
wsls,145,5,131,1
repetition,145,5,132,1
wsls,145,5,132,0
repetition,145,5,133,1
wsls,145,5,133,0
repetition,145,5,134,1
wsls,145,5,134,1
repetition,145,5,135,1
wsls,145,5,135,0
repetition,145,5,136,1
wsls,145,5,136,0
repetition,145,5,137,0
wsls,145,5,137,1
repetition,145,5,138,0
wsls,145,5,138,1
repetition,145,5,139,0
wsls,145,5,139,0
repetition,145,5,140,0
wsls,145,5,140,1
repetition,145,6,1,1
wsls,145,6,1,1
repetition,145,6,2,1
wsls,145,6,2,0
repetition,145,6,3,1
wsls,145,6,3,1
repetition,145,6,4,1
wsls,145,6,4,0
repetition,145,6,5,1
wsls,145,6,5,0
repetition,145,6,6,1
wsls,145,6,6,1
repetition,145,6,7,1
wsls,145,6,7,0
repetition,145,6,8,1
wsls,145,6,8,0
repetition,145,6,9,1
wsls,145,6,9,0
repetition,145,6,10,1
wsls,145,6,10,0
repetition,145,6,11,1
wsls,145,6,11,0
repetition,145,6,12,1
wsls,145,6,12,0
repetition,145,6,13,1
wsls,145,6,13,0
repetition,145,6,14,1
wsls,145,6,14,0
repetition,145,6,15,1
wsls,145,6,15,0
repetition,145,6,16,1
wsls,145,6,16,0
repetition,145,6,17,1
wsls,145,6,17,1
repetition,145,6,18,1
wsls,145,6,18,1
repetition,145,6,19,1
wsls,145,6,19,1
repetition,145,6,20,0
wsls,145,6,20,1
repetition,145,6,21,0
wsls,145,6,21,1
repetition,145,6,22,0
wsls,145,6,22,0
repetition,145,6,23,0
wsls,145,6,23,0
repetition,145,6,24,0
wsls,145,6,24,0
repetition,145,6,25,1
wsls,145,6,25,0
repetition,145,6,26,1
wsls,145,6,26,1
repetition,145,6,27,1
wsls,145,6,27,1
repetition,145,6,28,1
wsls,145,6,28,0
repetition,145,6,29,1
wsls,145,6,29,0
repetition,145,6,30,1
wsls,145,6,30,0
repetition,145,6,31,0
wsls,145,6,31,1
repetition,145,6,32,0
wsls,145,6,32,0
repetition,145,6,33,1
wsls,145,6,33,0
repetition,145,6,34,1
wsls,145,6,34,0
repetition,145,6,35,0
wsls,145,6,35,0
repetition,145,6,36,0
wsls,145,6,36,1
repetition,145,6,37,0
wsls,145,6,37,1
repetition,145,6,38,0
wsls,145,6,38,1
repetition,145,6,39,0
wsls,145,6,39,1
repetition,145,6,40,0
wsls,145,6,40,1
repetition,145,6,41,0
wsls,145,6,41,1
repetition,145,6,42,0
wsls,145,6,42,1
repetition,145,6,43,0
wsls,145,6,43,1
repetition,145,6,44,0
wsls,145,6,44,1
repetition,145,6,45,0
wsls,145,6,45,0
repetition,145,6,46,0
wsls,145,6,46,0
repetition,145,6,47,0
wsls,145,6,47,1
repetition,145,6,48,0
wsls,145,6,48,0
repetition,145,6,49,0
wsls,145,6,49,1
repetition,145,6,50,0
wsls,145,6,50,1
repetition,145,6,51,0
wsls,145,6,51,1
repetition,145,6,52,0
wsls,145,6,52,0
repetition,145,6,53,0
wsls,145,6,53,1
repetition,145,6,54,0
wsls,145,6,54,1
repetition,145,6,55,0
wsls,145,6,55,1
repetition,145,6,56,0
wsls,145,6,56,1
repetition,145,6,57,0
wsls,145,6,57,0
repetition,145,6,58,1
wsls,145,6,58,0
repetition,145,6,59,1
wsls,145,6,59,1
repetition,145,6,60,1
wsls,145,6,60,0
repetition,145,6,61,1
wsls,145,6,61,1
repetition,145,6,62,1
wsls,145,6,62,1
repetition,145,6,63,1
wsls,145,6,63,0
repetition,145,6,64,1
wsls,145,6,64,0
repetition,145,6,65,0
wsls,145,6,65,0
repetition,145,6,66,0
wsls,145,6,66,1
repetition,145,6,67,0
wsls,145,6,67,0
repetition,145,6,68,1
wsls,145,6,68,0
repetition,145,6,69,1
wsls,145,6,69,0
repetition,145,6,70,1
wsls,145,6,70,1
repetition,145,6,71,1
wsls,145,6,71,0
repetition,145,6,72,1
wsls,145,6,72,1
repetition,145,6,73,1
wsls,145,6,73,1
repetition,145,6,74,0
wsls,145,6,74,0
repetition,145,6,75,0
wsls,145,6,75,1
repetition,145,6,76,0
wsls,145,6,76,1
repetition,145,6,77,0
wsls,145,6,77,0
repetition,145,6,78,0
wsls,145,6,78,1
repetition,145,6,79,0
wsls,145,6,79,0
repetition,145,6,80,0
wsls,145,6,80,1
repetition,145,6,81,0
wsls,145,6,81,1
repetition,145,6,82,0
wsls,145,6,82,1
repetition,145,6,83,0
wsls,145,6,83,1
repetition,145,6,84,1
wsls,145,6,84,1
repetition,145,6,85,1
wsls,145,6,85,0
repetition,145,6,86,1
wsls,145,6,86,0
repetition,145,6,87,1
wsls,145,6,87,0
repetition,145,6,88,1
wsls,145,6,88,0
repetition,145,6,89,0
wsls,145,6,89,0
repetition,145,6,90,0
wsls,145,6,90,0
repetition,145,6,91,0
wsls,145,6,91,0
repetition,145,6,92,0
wsls,145,6,92,0
repetition,145,6,93,0
wsls,145,6,93,1
repetition,145,6,94,0
wsls,145,6,94,0
repetition,145,6,95,0
wsls,145,6,95,0
repetition,145,6,96,0
wsls,145,6,96,1
repetition,145,6,97,0
wsls,145,6,97,0
repetition,145,6,98,0
wsls,145,6,98,0
repetition,145,6,99,0
wsls,145,6,99,1
repetition,145,6,100,0
wsls,145,6,100,0
repetition,145,6,101,0
wsls,145,6,101,1
repetition,145,6,102,0
wsls,145,6,102,1
repetition,145,6,103,1
wsls,145,6,103,0
repetition,145,6,104,1
wsls,145,6,104,0
repetition,145,6,105,1
wsls,145,6,105,0
repetition,145,6,106,1
wsls,145,6,106,0
repetition,145,6,107,1
wsls,145,6,107,1
repetition,145,6,108,1
wsls,145,6,108,0
repetition,145,6,109,1
wsls,145,6,109,1
repetition,145,6,110,1
wsls,145,6,110,0
repetition,145,6,111,1
wsls,145,6,111,0
repetition,145,6,112,1
wsls,145,6,112,1
repetition,145,6,113,0
wsls,145,6,113,0
repetition,145,6,114,1
wsls,145,6,114,0
repetition,145,6,115,1
wsls,145,6,115,1
repetition,145,6,116,0
wsls,145,6,116,1
repetition,145,6,117,0
wsls,145,6,117,0
repetition,145,6,118,0
wsls,145,6,118,0
repetition,145,6,119,0
wsls,145,6,119,1
repetition,145,6,120,1
wsls,145,6,120,1
repetition,145,6,121,1
wsls,145,6,121,1
repetition,145,6,122,1
wsls,145,6,122,0
repetition,145,6,123,1
wsls,145,6,123,1
repetition,145,6,124,1
wsls,145,6,124,0
repetition,145,6,125,1
wsls,145,6,125,0
repetition,145,6,126,1
wsls,145,6,126,0
repetition,145,6,127,1
wsls,145,6,127,0
repetition,145,6,128,0
wsls,145,6,128,1
repetition,145,6,129,0
wsls,145,6,129,0
repetition,145,6,130,1
wsls,145,6,130,1
repetition,145,6,131,1
wsls,145,6,131,0
repetition,145,6,132,1
wsls,145,6,132,1
repetition,145,6,133,1
wsls,145,6,133,0
repetition,145,6,134,0
wsls,145,6,134,1
repetition,145,6,135,0
wsls,145,6,135,0
repetition,145,6,136,1
wsls,145,6,136,1
repetition,145,6,137,1
wsls,145,6,137,0
repetition,145,6,138,1
wsls,145,6,138,0
repetition,145,6,139,1
wsls,145,6,139,1
repetition,145,6,140,1
wsls,145,6,140,1
repetition,145,7,1,0
wsls,145,7,1,1
repetition,145,7,2,0
wsls,145,7,2,1
repetition,145,7,3,0
wsls,145,7,3,0
repetition,145,7,4,0
wsls,145,7,4,1
repetition,145,7,5,0
wsls,145,7,5,0
repetition,145,7,6,0
wsls,145,7,6,1
repetition,145,7,7,0
wsls,145,7,7,0
repetition,145,7,8,1
wsls,145,7,8,0
repetition,145,7,9,1
wsls,145,7,9,0
repetition,145,7,10,0
wsls,145,7,10,0
repetition,145,7,11,0
wsls,145,7,11,1
repetition,145,7,12,0
wsls,145,7,12,0
repetition,145,7,13,0
wsls,145,7,13,1
repetition,145,7,14,0
wsls,145,7,14,1
repetition,145,7,15,0
wsls,145,7,15,0
repetition,145,7,16,0
wsls,145,7,16,0
repetition,145,7,17,0
wsls,145,7,17,1
repetition,145,7,18,0
wsls,145,7,18,0
repetition,145,7,19,0
wsls,145,7,19,0
repetition,145,7,20,1
wsls,145,7,20,0
repetition,145,7,21,1
wsls,145,7,21,0
repetition,145,7,22,1
wsls,145,7,22,0
repetition,145,7,23,1
wsls,145,7,23,0
repetition,145,7,24,1
wsls,145,7,24,1
repetition,145,7,25,0
wsls,145,7,25,1
repetition,145,7,26,0
wsls,145,7,26,0
repetition,145,7,27,0
wsls,145,7,27,1
repetition,145,7,28,0
wsls,145,7,28,1
repetition,145,7,29,1
wsls,145,7,29,1
repetition,145,7,30,1
wsls,145,7,30,1
repetition,145,7,31,0
wsls,145,7,31,0
repetition,145,7,32,0
wsls,145,7,32,1
repetition,145,7,33,0
wsls,145,7,33,0
repetition,145,7,34,1
wsls,145,7,34,0
repetition,145,7,35,1
wsls,145,7,35,0
repetition,145,7,36,1
wsls,145,7,36,0
repetition,145,7,37,1
wsls,145,7,37,0
repetition,145,7,38,1
wsls,145,7,38,0
repetition,145,7,39,1
wsls,145,7,39,1
repetition,145,7,40,1
wsls,145,7,40,1
repetition,145,7,41,1
wsls,145,7,41,0
repetition,145,7,42,1
wsls,145,7,42,0
repetition,145,7,43,1
wsls,145,7,43,1
repetition,145,7,44,0
wsls,145,7,44,1
repetition,145,7,45,0
wsls,145,7,45,1
repetition,145,7,46,1
wsls,145,7,46,0
repetition,145,7,47,0
wsls,145,7,47,0
repetition,145,7,48,0
wsls,145,7,48,0
repetition,145,7,49,0
wsls,145,7,49,1
repetition,145,7,50,0
wsls,145,7,50,1
repetition,145,7,51,0
wsls,145,7,51,1
repetition,145,7,52,0
wsls,145,7,52,1
repetition,145,7,53,0
wsls,145,7,53,0
repetition,145,7,54,0
wsls,145,7,54,1
repetition,145,7,55,0
wsls,145,7,55,1
repetition,145,7,56,0
wsls,145,7,56,1
repetition,145,7,57,1
wsls,145,7,57,0
repetition,145,7,58,1
wsls,145,7,58,0
repetition,145,7,59,1
wsls,145,7,59,0
repetition,145,7,60,1
wsls,145,7,60,1
repetition,145,7,61,1
wsls,145,7,61,0
repetition,145,7,62,1
wsls,145,7,62,0
repetition,145,7,63,1
wsls,145,7,63,0
repetition,145,7,64,1
wsls,145,7,64,1
repetition,145,7,65,1
wsls,145,7,65,0
repetition,145,7,66,0
wsls,145,7,66,0
repetition,145,7,67,0
wsls,145,7,67,0
repetition,145,7,68,0
wsls,145,7,68,0
repetition,145,7,69,0
wsls,145,7,69,0
repetition,145,7,70,1
wsls,145,7,70,0
repetition,145,7,71,1
wsls,145,7,71,0
repetition,145,7,72,1
wsls,145,7,72,0
repetition,145,7,73,1
wsls,145,7,73,0
repetition,145,7,74,0
wsls,145,7,74,1
repetition,145,7,75,0
wsls,145,7,75,1
repetition,145,7,76,0
wsls,145,7,76,1
repetition,145,7,77,0
wsls,145,7,77,1
repetition,145,7,78,0
wsls,145,7,78,1
repetition,145,7,79,1
wsls,145,7,79,1
repetition,145,7,80,1
wsls,145,7,80,1
repetition,145,7,81,0
wsls,145,7,81,0
repetition,145,7,82,0
wsls,145,7,82,0
repetition,145,7,83,0
wsls,145,7,83,1
repetition,145,7,84,0
wsls,145,7,84,0
repetition,145,7,85,0
wsls,145,7,85,1
repetition,145,7,86,0
wsls,145,7,86,1
repetition,145,7,87,1
wsls,145,7,87,1
repetition,145,7,88,0
wsls,145,7,88,1
repetition,145,7,89,0
wsls,145,7,89,0
repetition,145,7,90,0
wsls,145,7,90,1
repetition,145,7,91,0
wsls,145,7,91,0
repetition,145,7,92,0
wsls,145,7,92,0
repetition,145,7,93,0
wsls,145,7,93,1
repetition,145,7,94,0
wsls,145,7,94,0
repetition,145,7,95,0
wsls,145,7,95,1
repetition,145,7,96,0
wsls,145,7,96,1
repetition,145,7,97,0
wsls,145,7,97,0
repetition,145,7,98,0
wsls,145,7,98,0
repetition,145,7,99,0
wsls,145,7,99,0
repetition,145,7,100,0
wsls,145,7,100,0
repetition,145,7,101,1
wsls,145,7,101,0
repetition,145,7,102,1
wsls,145,7,102,0
repetition,145,7,103,1
wsls,145,7,103,0
repetition,145,7,104,1
wsls,145,7,104,0
repetition,145,7,105,1
wsls,145,7,105,0
repetition,145,7,106,1
wsls,145,7,106,0
repetition,145,7,107,1
wsls,145,7,107,1
repetition,145,7,108,1
wsls,145,7,108,1
repetition,145,7,109,1
wsls,145,7,109,1
repetition,145,7,110,1
wsls,145,7,110,1
repetition,145,7,111,0
wsls,145,7,111,1
repetition,145,7,112,0
wsls,145,7,112,1
repetition,145,7,113,0
wsls,145,7,113,0
repetition,145,7,114,0
wsls,145,7,114,0
repetition,145,7,115,0
wsls,145,7,115,1
repetition,145,7,116,0
wsls,145,7,116,0
repetition,145,7,117,0
wsls,145,7,117,0
repetition,145,7,118,0
wsls,145,7,118,1
repetition,145,7,119,0
wsls,145,7,119,1
repetition,145,7,120,0
wsls,145,7,120,0
repetition,145,7,121,0
wsls,145,7,121,0
repetition,145,7,122,0
wsls,145,7,122,1
repetition,145,7,123,1
wsls,145,7,123,0
repetition,145,7,124,1
wsls,145,7,124,0
repetition,145,7,125,1
wsls,145,7,125,0
repetition,145,7,126,0
wsls,145,7,126,0
repetition,145,7,127,0
wsls,145,7,127,0
repetition,145,7,128,0
wsls,145,7,128,1
repetition,145,7,129,0
wsls,145,7,129,1
repetition,145,7,130,1
wsls,145,7,130,0
repetition,145,7,131,1
wsls,145,7,131,1
repetition,145,7,132,1
wsls,145,7,132,0
repetition,145,7,133,0
wsls,145,7,133,0
repetition,145,7,134,0
wsls,145,7,134,1
repetition,145,7,135,0
wsls,145,7,135,0
repetition,145,7,136,0
wsls,145,7,136,0
repetition,145,7,137,1
wsls,145,7,137,1
repetition,145,7,138,1
wsls,145,7,138,1
repetition,145,7,139,0
wsls,145,7,139,1
repetition,145,7,140,0
wsls,145,7,140,0
repetition,145,8,1,0
wsls,145,8,1,0
repetition,145,8,2,0
wsls,145,8,2,0
repetition,145,8,3,1
wsls,145,8,3,0
repetition,145,8,4,1
wsls,145,8,4,0
repetition,145,8,5,1
wsls,145,8,5,0
repetition,145,8,6,1
wsls,145,8,6,0
repetition,145,8,7,1
wsls,145,8,7,1
repetition,145,8,8,0
wsls,145,8,8,1
repetition,145,8,9,0
wsls,145,8,9,1
repetition,145,8,10,1
wsls,145,8,10,1
repetition,145,8,11,1
wsls,145,8,11,1
repetition,145,8,12,1
wsls,145,8,12,0
repetition,145,8,13,0
wsls,145,8,13,1
repetition,145,8,14,0
wsls,145,8,14,0
repetition,145,8,15,1
wsls,145,8,15,1
repetition,145,8,16,1
wsls,145,8,16,1
repetition,145,8,17,1
wsls,145,8,17,0
repetition,145,8,18,0
wsls,145,8,18,0
repetition,145,8,19,0
wsls,145,8,19,1
repetition,145,8,20,0
wsls,145,8,20,0
repetition,145,8,21,0
wsls,145,8,21,0
repetition,145,8,22,0
wsls,145,8,22,0
repetition,145,8,23,1
wsls,145,8,23,0
repetition,145,8,24,1
wsls,145,8,24,1
repetition,145,8,25,0
wsls,145,8,25,1
repetition,145,8,26,0
wsls,145,8,26,0
repetition,145,8,27,0
wsls,145,8,27,0
repetition,145,8,28,0
wsls,145,8,28,1
