,Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw
12487,145,8,168,17,a lot,average,normal,40,3,somewhat low
12488,145,8,169,20,very much,a little,low,40,3,somewhat low
12489,145,8,170,22,very much,a lot,high,70,3,high
12490,145,8,171,6,a little,a little,somewhat high,70,3,high
12491,145,8,172,8,a little,a lot,somewhat low,30,3,low
12492,145,8,173,21,very much,average,normal,50,3,normal
12493,145,8,174,18,a lot,a lot,somewhat high,70,3,high
12494,145,8,175,11,average,a little,normal,50,3,normal
12495,145,8,176,1,very little,a little,high,60,3,somewhat high
12496,145,8,177,2,very little,average,normal,40,3,somewhat low
12497,145,8,178,3,very little,a lot,low,40,3,somewhat low
12498,145,8,179,4,very little,very much,extremely low,30,3,low
12499,145,8,180,23,very much,very much,extremely high,90,3,extremely high
12500,145,8,181,14,average,very much,normal,50,3,normal
12501,145,8,182,12,average,average,normal,50,3,normal
12502,145,8,183,9,a little,very much,low,30,3,low
12503,145,8,184,7,a little,average,normal,50,3,normal
12504,145,9,185,20,very much,a little,low,30,3,low
12505,145,9,186,22,very much,a lot,high,70,3,high
12506,145,9,187,8,a little,a lot,somewhat low,30,3,low
12507,145,9,188,17,a lot,average,normal,50,3,normal
12508,145,9,189,13,average,a lot,normal,50,3,normal
12509,145,9,190,4,very little,very much,extremely low,40,3,somewhat low
12510,145,9,191,3,very little,a lot,low,10,3,extremely low
12511,145,9,192,14,average,very much,normal,50,3,normal
12512,145,9,193,18,a lot,a lot,somewhat high,60,3,somewhat high
12513,145,9,194,1,very little,a little,high,70,3,high
12514,145,9,195,23,very much,very much,extremely high,90,3,extremely high
12515,145,9,196,19,a lot,very much,high,70,3,high
12516,145,9,197,5,a little,very little,high,70,3,high
12517,145,9,198,12,average,average,normal,50,3,normal
12518,145,9,199,21,very much,average,normal,50,3,normal
12519,145,9,200,9,a little,very much,low,30,3,low
12520,145,9,201,6,a little,a little,somewhat high,70,3,high
12521,145,9,202,10,average,very little,normal,50,3,normal
12522,145,9,203,7,a little,average,normal,50,3,normal
12523,145,9,204,11,average,a little,normal,50,3,normal
12524,145,9,205,16,a lot,a little,somewhat low,30,3,low
12525,145,9,206,2,very little,average,normal,50,3,normal
12526,145,9,207,15,a lot,very little,low,30,3,low
12527,145,10,208,13,average,a lot,normal,50,3,normal
12528,145,10,209,4,very little,very much,extremely low,30,3,low
12529,145,10,210,22,very much,a lot,high,70,3,high
12530,145,10,211,7,a little,average,normal,50,3,normal
12531,145,10,212,3,very little,a lot,low,30,3,low
12532,145,10,213,1,very little,a little,high,10,3,extremely low
12533,145,10,214,9,a little,very much,low,30,3,low
12534,145,10,215,23,very much,very much,extremely high,90,3,extremely high
12535,145,10,216,17,a lot,average,normal,50,3,normal
12536,145,10,217,12,average,average,normal,50,3,normal
12537,145,10,218,16,a lot,a little,somewhat low,30,3,low
12538,145,10,219,21,very much,average,normal,50,3,normal
12539,145,10,220,20,very much,a little,low,40,3,somewhat low
12540,145,10,221,10,average,very little,normal,50,3,normal
12541,145,10,222,6,a little,a little,somewhat high,60,3,somewhat high
12542,145,10,223,15,a lot,very little,low,10,3,extremely low
12543,145,10,224,19,a lot,very much,high,70,3,high
12544,145,10,225,5,a little,very little,high,70,3,high
12545,145,10,226,8,a little,a lot,somewhat low,30,3,low
12546,145,10,227,11,average,a little,normal,50,3,normal
12547,145,10,228,2,very little,average,normal,50,3,normal
12548,145,10,229,14,average,very much,normal,50,3,normal
12549,145,10,230,18,a lot,a lot,somewhat high,70,3,high
12550,145,11,1,3,very little,average,normal,50,3,normal
12551,145,11,2,24,very much,a lot,high,70,3,high
12552,145,11,3,21,very much,very little,extremely low,40,3,somewhat low
12553,145,11,4,11,average,very little,normal,50,3,normal
12554,145,11,5,16,a lot,very little,low,30,3,low
12555,145,11,6,22,very much,a little,low,30,3,low
12556,145,11,7,18,a lot,average,normal,50,3,normal
12557,145,11,8,25,very much,very much,extremely high,90,3,extremely high
12558,145,11,9,7,a little,a little,somewhat high,60,3,somewhat high
12559,145,11,10,13,average,average,normal,50,3,normal
12560,145,11,11,15,average,very much,normal,50,3,normal
12561,145,11,12,19,a lot,a lot,somewhat high,60,3,somewhat high
12562,145,11,13,4,very little,a lot,low,30,3,low
12563,145,11,14,2,very little,a little,high,60,3,somewhat high
12564,145,11,15,23,very much,average,normal,50,3,normal
12565,145,11,16,12,average,a little,normal,50,3,normal
12566,145,11,17,5,very little,very much,extremely low,30,3,low
12567,145,11,18,1,very little,very little,extremely high,60,3,somewhat high
12568,145,11,19,17,a lot,a little,somewhat low,40,3,somewhat low
12569,145,11,20,10,a little,very much,low,30,3,low
12570,145,11,21,9,a little,a lot,somewhat low,30,3,low
12571,145,11,22,14,average,a lot,normal,50,3,normal
12572,145,11,23,6,a little,very little,high,70,3,high
12573,145,11,24,20,a lot,very much,high,70,3,high
12574,145,11,25,8,a little,average,normal,50,3,normal
12575,145,12,26,21,very much,very little,extremely low,30,3,low
12576,145,12,27,25,very much,very much,extremely high,90,3,extremely high
12577,145,12,28,15,average,very much,normal,50,3,normal
12578,145,12,29,3,very little,average,normal,50,3,normal
12579,145,12,30,14,average,a lot,normal,50,3,normal
12580,145,12,31,13,average,average,normal,50,3,normal
12581,145,12,32,12,average,a little,normal,50,3,normal
12582,145,12,33,18,a lot,average,normal,50,3,normal
12583,145,12,34,11,average,very little,normal,50,3,normal
12584,145,12,35,23,very much,average,normal,50,3,normal
12585,145,12,36,4,very little,a lot,low,30,3,low
12586,145,12,37,16,a lot,very little,low,40,3,somewhat low
12587,145,12,38,2,very little,a little,high,30,3,low
12588,145,12,39,17,a lot,a little,somewhat low,30,3,low
12589,145,12,40,9,a little,a lot,somewhat low,30,3,low
12590,145,12,41,1,very little,very little,extremely high,60,3,somewhat high
12591,145,12,42,7,a little,a little,somewhat high,70,3,high
12592,145,12,43,20,a lot,very much,high,70,3,high
12593,145,12,44,5,very little,very much,extremely low,30,3,low
12594,145,12,45,6,a little,very little,high,70,3,high
12595,145,12,46,24,very much,a lot,high,70,3,high
12596,145,12,47,22,very much,a little,low,30,3,low
12597,145,12,48,8,a little,average,normal,50,3,normal
12598,145,12,49,19,a lot,a lot,somewhat high,70,3,high
12599,145,12,50,10,a little,very much,low,30,3,low
12600,146,1,1,7,2,3,40,50,2,50
12601,146,1,2,2,1,2,40,20,2,20
12602,146,1,3,23,5,5,50,50,2,50
12603,146,1,4,20,5,2,80,40,2,40
12604,146,1,5,5,2,1,60,60,2,60
12605,146,1,6,10,3,1,70,30,2,30
12606,146,1,7,11,3,2,60,30,2,30
12607,146,1,8,6,2,2,50,20,2,20
12608,146,1,9,18,4,4,50,50,2,50
12609,146,1,10,13,3,4,40,40,2,40
12610,146,1,11,8,2,4,30,30,2,30
12611,146,1,12,12,3,3,50,50,2,50
12612,146,1,13,16,4,2,70,70,2,70
12613,146,1,14,15,4,1,80,90,2,90
12614,146,1,15,1,1,1,50,50,2,50
12615,146,1,16,22,5,4,60,60,2,60
12616,146,1,17,17,4,3,60,60,2,60
12617,146,1,18,4,1,4,20,20,2,20
12618,146,1,19,21,5,3,70,70,2,70
12619,146,1,20,9,2,5,20,30,2,30
12620,146,1,21,3,1,3,30,40,2,40
12621,146,1,22,19,4,5,40,30,2,30
12622,146,1,23,14,3,5,30,30,2,30
12623,146,2,24,4,1,4,20,20,2,20
12624,146,2,25,3,1,3,30,30,2,30
12625,146,2,26,7,2,3,40,40,2,40
12626,146,2,27,21,5,3,70,70,2,70
12627,146,2,28,6,2,2,50,50,2,50
12628,146,2,29,13,3,4,40,40,2,40
12629,146,2,30,8,2,4,30,20,2,20
12630,146,2,31,22,5,4,60,60,2,60
12631,146,2,32,17,4,3,60,40,2,40
12632,146,2,33,9,2,5,20,20,2,20
12633,146,2,34,23,5,5,50,50,2,50
12634,146,2,35,5,2,1,60,70,2,70
12635,146,2,36,15,4,1,80,80,2,80
12636,146,2,37,19,4,5,40,40,2,40
12637,146,2,38,20,5,2,80,70,2,70
12638,146,2,39,1,1,1,50,50,2,50
12639,146,2,40,14,3,5,30,30,2,30
12640,146,2,41,12,3,3,50,50,2,50
12641,146,2,42,18,4,4,50,50,2,50
12642,146,2,43,11,3,2,60,60,2,60
12643,146,2,44,2,1,2,40,30,2,30
12644,146,2,45,10,3,1,70,70,2,70
12645,146,2,46,16,4,2,70,60,2,60
12646,146,3,47,9,2,5,20,20,2,20
12647,146,3,48,16,4,2,70,80,2,80
12648,146,3,49,19,4,5,40,20,2,20
12649,146,3,50,4,1,4,20,20,2,20
12650,146,3,51,22,5,4,60,60,2,60
12651,146,3,52,6,2,2,50,50,2,50
12652,146,3,53,10,3,1,70,70,2,70
12653,146,3,54,1,1,1,50,50,2,50
12654,146,3,55,11,3,2,60,60,2,60
12655,146,3,56,13,3,4,40,30,2,30
12656,146,3,57,3,1,3,30,20,2,20
12657,146,3,58,21,5,3,70,70,2,70
12658,146,3,59,17,4,3,60,70,2,70
12659,146,3,60,12,3,3,50,50,2,50
12660,146,3,61,20,5,2,80,70,2,70
12661,146,3,62,2,1,2,40,20,2,20
12662,146,3,63,7,2,3,40,30,2,30
12663,146,3,64,8,2,4,30,20,2,20
12664,146,3,65,14,3,5,30,30,2,30
12665,146,3,66,5,2,1,60,40,2,40
12666,146,3,67,23,5,5,50,50,2,50
12667,146,3,68,18,4,4,50,50,2,50
12668,146,3,69,15,4,1,80,80,2,80
12669,146,4,70,9,2,5,20,20,2,20
12670,146,4,71,10,3,1,70,70,2,70
12671,146,4,72,23,5,5,50,50,2,50
12672,146,4,73,11,3,2,60,70,2,70
12673,146,4,74,3,1,3,30,30,2,30
12674,146,4,75,18,4,4,50,50,2,50
12675,146,4,76,21,5,3,70,60,2,60
12676,146,4,77,6,2,2,50,50,2,50
12677,146,4,78,5,2,1,60,70,2,70
12678,146,4,79,4,1,4,20,20,2,20
12679,146,4,80,8,2,4,30,20,2,20
12680,146,4,81,2,1,2,40,30,2,30
12681,146,4,82,22,5,4,60,60,2,60
12682,146,4,83,19,4,5,40,40,2,40
12683,146,4,84,12,3,3,50,50,2,50
12684,146,4,85,20,5,2,80,70,2,70
12685,146,4,86,7,2,3,40,30,2,30
12686,146,4,87,15,4,1,80,80,2,80
12687,146,4,88,13,3,4,40,40,2,40
12688,146,4,89,14,3,5,30,30,2,30
12689,146,4,90,17,4,3,60,70,2,70
12690,146,4,91,16,4,2,70,60,2,60
12691,146,4,92,1,1,1,50,50,2,50
12692,146,5,93,3,1,3,30,20,2,20
12693,146,5,94,22,5,4,60,60,2,60
12694,146,5,95,2,1,2,40,30,2,30
12695,146,5,96,10,3,1,70,70,2,70
12696,146,5,97,23,5,5,50,50,2,50
12697,146,5,98,5,2,1,60,60,2,60
12698,146,5,99,7,2,3,40,40,2,40
12699,146,5,100,12,3,3,50,50,2,50
12700,146,5,101,15,4,1,80,80,2,80
12701,146,5,102,16,4,2,70,70,2,70
12702,146,5,103,1,1,1,50,50,2,50
12703,146,5,104,13,3,4,40,40,2,40
12704,146,5,105,19,4,5,40,40,2,40
12705,146,5,106,6,2,2,50,50,2,50
12706,146,5,107,20,5,2,80,70,2,70
12707,146,5,108,11,3,2,60,70,2,70
12708,146,5,109,8,2,4,30,30,2,30
12709,146,5,110,18,4,4,50,50,2,50
12710,146,5,111,4,1,4,20,20,2,20
12711,146,5,112,14,3,5,30,30,2,30
12712,146,5,113,9,2,5,20,20,2,20
12713,146,5,114,21,5,3,70,70,2,70
12714,146,5,115,17,4,3,60,70,2,70
12715,146,6,116,16,4,2,70,80,2,80
12716,146,6,117,3,1,3,30,30,2,30
12717,146,6,118,21,5,3,70,70,2,70
12718,146,6,119,14,3,5,30,30,2,30
12719,146,6,120,22,5,4,60,60,2,60
12720,146,6,121,8,2,4,30,30,2,30
12721,146,6,122,17,4,3,60,70,2,70
12722,146,6,123,4,1,4,20,20,2,20
12723,146,6,124,7,2,3,40,30,2,30
12724,146,6,125,5,2,1,60,70,2,70
12725,146,6,126,13,3,4,40,40,2,40
12726,146,6,127,2,1,2,40,30,2,30
12727,146,6,128,6,2,2,50,50,2,50
12728,146,6,129,23,5,5,50,50,2,50
12729,146,6,130,20,5,2,80,70,2,70
12730,146,6,131,15,4,1,80,80,2,80
12731,146,6,132,12,3,3,50,50,2,50
12732,146,6,133,11,3,2,60,60,2,60
12733,146,6,134,10,3,1,70,70,2,70
12734,146,6,135,19,4,5,40,40,2,40
12735,146,6,136,1,1,1,50,50,2,50
12736,146,6,137,18,4,4,50,50,2,50
12737,146,6,138,9,2,5,20,30,2,30
12738,146,7,139,1,1,1,50,50,2,50
12739,146,7,140,13,3,4,40,20,2,20
12740,146,7,141,3,1,3,30,30,2,30
12741,146,7,142,15,4,1,80,70,2,70
12742,146,7,143,5,2,1,60,60,2,60
12743,146,7,144,9,2,5,20,30,2,30
12744,146,7,145,19,4,5,40,40,2,40
12745,146,7,146,6,2,2,50,50,2,50
12746,146,7,147,10,3,1,70,30,2,30
12747,146,7,148,16,4,2,70,80,2,80
12748,146,7,149,8,2,4,30,60,2,60
12749,146,7,150,18,4,4,50,50,2,50
12750,146,7,151,7,2,3,40,30,2,30
12751,146,7,152,17,4,3,60,60,2,60
12752,146,7,153,2,1,2,40,40,2,40
12753,146,7,154,14,3,5,30,40,2,40
12754,146,7,155,20,5,2,80,80,2,80
12755,146,7,156,11,3,2,60,80,2,80
12756,146,7,157,23,5,5,50,50,2,50
12757,146,7,158,22,5,4,60,60,2,60
12758,146,7,159,12,3,3,50,50,2,50
12759,146,7,160,4,1,4,20,20,2,20
12760,146,7,161,21,5,3,70,70,2,70
12761,146,8,162,12,3,3,50,50,2,50
12762,146,8,163,9,2,5,20,20,2,20
12763,146,8,164,6,2,2,50,50,2,50
12764,146,8,165,15,4,1,80,80,2,80
12765,146,8,166,11,3,2,60,60,2,60
12766,146,8,167,10,3,1,70,70,2,70
12767,146,8,168,13,3,4,40,30,2,30
12768,146,8,169,20,5,2,80,80,2,80
12769,146,8,170,21,5,3,70,30,2,30
12770,146,8,171,7,2,3,40,30,2,30
12771,146,8,172,4,1,4,20,20,2,20
12772,146,8,173,22,5,4,60,70,2,70
12773,146,8,174,18,4,4,50,50,2,50
12774,146,8,175,1,1,1,50,50,2,50
12775,146,8,176,14,3,5,30,30,2,30
12776,146,8,177,17,4,3,60,60,2,60
12777,146,8,178,19,4,5,40,40,2,40
12778,146,8,179,3,1,3,30,20,2,20
12779,146,8,180,8,2,4,30,30,2,30
12780,146,8,181,5,2,1,60,70,2,70
12781,146,8,182,16,4,2,70,70,2,70
12782,146,8,183,2,1,2,40,40,2,40
12783,146,8,184,23,5,5,50,50,2,50
12784,146,9,185,20,5,2,80,70,2,70
12785,146,9,186,17,4,3,60,70,2,70
12786,146,9,187,19,4,5,40,40,2,40
12787,146,9,188,18,4,4,50,50,2,50
12788,146,9,189,11,3,2,60,60,2,60
12789,146,9,190,8,2,4,30,30,2,30
12790,146,9,191,23,5,5,50,50,2,50
12791,146,9,192,5,2,1,60,70,2,70
12792,146,9,193,13,3,4,40,30,2,30
12793,146,9,194,10,3,1,70,80,2,80
12794,146,9,195,1,1,1,50,50,2,50
12795,146,9,196,16,4,2,70,70,2,70
12796,146,9,197,12,3,3,50,50,2,50
12797,146,9,198,21,5,3,70,70,2,70
12798,146,9,199,22,5,4,60,70,2,70
12799,146,9,200,6,2,2,50,50,2,50
12800,146,9,201,4,1,4,20,20,2,20
12801,146,9,202,14,3,5,30,30,2,30
12802,146,9,203,15,4,1,80,80,2,80
12803,146,9,204,2,1,2,40,40,2,40
12804,146,9,205,9,2,5,20,30,2,30
12805,146,9,206,3,1,3,30,40,2,40
12806,146,9,207,7,2,3,40,40,2,40
12807,146,10,208,18,4,4,50,50,2,50
12808,146,10,209,7,2,3,40,40,2,40
12809,146,10,210,15,4,1,80,80,2,80
12810,146,10,211,16,4,2,70,70,2,70
12811,146,10,212,10,3,1,70,70,2,70
12812,146,10,213,1,1,1,50,50,2,50
12813,146,10,214,9,2,5,20,20,2,20
12814,146,10,215,20,5,2,80,80,2,80
12815,146,10,216,6,2,2,50,50,2,50
12816,146,10,217,3,1,3,30,30,2,30
12817,146,10,218,22,5,4,60,60,2,60
12818,146,10,219,23,5,5,50,50,2,50
12819,146,10,220,14,3,5,30,30,2,30
12820,146,10,221,5,2,1,60,40,2,40
12821,146,10,222,19,4,5,40,40,2,40
12822,146,10,223,8,2,4,30,30,2,30
12823,146,10,224,17,4,3,60,60,2,60
12824,146,10,225,11,3,2,60,70,2,70
12825,146,10,226,2,1,2,40,40,2,40
12826,146,10,227,4,1,4,20,20,2,20
12827,146,10,228,12,3,3,50,50,2,50
12828,146,10,229,13,3,4,40,40,2,40
12829,146,10,230,21,5,3,70,70,2,70
12830,146,11,1,9,2,4,30,30,2,30
12831,146,11,2,15,3,5,30,30,2,30
12832,146,11,3,16,4,1,80,80,2,80
12833,146,11,4,4,1,4,20,20,2,20
12834,146,11,5,5,1,5,10,20,2,20
12835,146,11,6,25,5,5,50,50,2,50
12836,146,11,7,7,2,2,50,50,2,50
12837,146,11,8,24,5,4,60,60,2,60
12838,146,11,9,6,2,1,60,60,2,60
12839,146,11,10,17,4,2,70,70,2,70
12840,146,11,11,23,5,3,70,70,2,70
12841,146,11,12,21,5,1,90,80,2,80
12842,146,11,13,1,1,1,50,50,2,50
12843,146,11,14,2,1,2,40,40,2,40
12844,146,11,15,18,4,3,60,60,2,60
12845,146,11,16,11,3,1,70,70,2,70
12846,146,11,17,14,3,4,40,40,2,40
12847,146,11,18,20,4,5,40,40,2,40
12848,146,11,19,22,5,2,80,70,2,70
12849,146,11,20,19,4,4,50,50,2,50
12850,146,11,21,12,3,2,60,70,2,70
12851,146,11,22,10,2,5,20,30,2,30
12852,146,11,23,3,1,3,30,30,2,30
12853,146,11,24,13,3,3,50,50,2,50
12854,146,11,25,8,2,3,40,40,2,40
12855,146,12,26,14,3,4,40,40,2,40
12856,146,12,27,21,5,1,90,80,2,80
12857,146,12,28,24,5,4,60,60,2,60
12858,146,12,29,23,5,3,70,60,2,60
12859,146,12,30,16,4,1,80,70,2,70
12860,146,12,31,5,1,5,10,20,2,20
12861,146,12,32,2,1,2,40,40,2,40
12862,146,12,33,25,5,5,50,50,2,50
12863,146,12,34,1,1,1,50,50,2,50
12864,146,12,35,4,1,4,20,30,2,30
12865,146,12,36,17,4,2,70,70,2,70
12866,146,12,37,12,3,2,60,60,2,60
12867,146,12,38,9,2,4,30,30,2,30
12868,146,12,39,15,3,5,30,30,2,30
12869,146,12,40,13,3,3,50,50,2,50
12870,146,12,41,20,4,5,40,40,2,40
12871,146,12,42,18,4,3,60,60,2,60
12872,146,12,43,10,2,5,20,30,2,30
12873,146,12,44,22,5,2,80,70,2,70
12874,146,12,45,3,1,3,30,30,2,30
12875,146,12,46,11,3,1,70,70,2,70
12876,146,12,47,19,4,4,50,50,2,50
12877,146,12,48,6,2,1,60,70,2,70
12878,146,12,49,8,2,3,40,30,2,30
12879,146,12,50,7,2,2,50,50,2,50
12880,147,1,1,8,a little,a lot,somewhat low,50,3,normal
12881,147,1,2,11,average,a little,normal,30,3,low
12882,147,1,3,14,average,very much,normal,70,3,high
12883,147,1,4,23,very much,very much,extremely high,70,3,high
12884,147,1,5,1,very little,a little,high,10,3,extremely low
12885,147,1,6,3,very little,a lot,low,40,3,somewhat low
12886,147,1,7,4,very little,very much,extremely low,50,3,normal
12887,147,1,8,9,a little,very much,low,40,3,somewhat low
12888,147,1,9,20,very much,a little,low,50,3,normal
12889,147,1,10,21,very much,average,normal,50,3,normal
12890,147,1,11,10,average,very little,normal,40,3,somewhat low
12891,147,1,12,6,a little,a little,somewhat high,10,3,extremely low
12892,147,1,13,15,a lot,very little,low,70,3,high
12893,147,1,14,7,a little,average,normal,50,3,normal
12894,147,1,15,19,a lot,very much,high,90,3,extremely high
12895,147,1,16,13,average,a lot,normal,60,3,somewhat high
12896,147,1,17,16,a lot,a little,somewhat low,70,3,high
12897,147,1,18,17,a lot,average,normal,50,3,normal
12898,147,1,19,18,a lot,a lot,somewhat high,90,3,extremely high
12899,147,1,20,12,average,average,normal,50,3,normal
12900,147,1,21,5,a little,very little,high,20,3,very low
12901,147,1,22,22,very much,a lot,high,30,3,low
12902,147,1,23,2,very little,average,normal,50,3,normal
12903,147,2,24,3,very little,a lot,low,40,3,somewhat low
12904,147,2,25,16,a lot,a little,somewhat low,40,3,somewhat low
12905,147,2,26,7,a little,average,normal,30,3,low
12906,147,2,27,8,a little,a lot,somewhat low,50,3,normal
12907,147,2,28,9,a little,very much,low,50,3,normal
12908,147,2,29,17,a lot,average,normal,50,3,normal
12909,147,2,30,2,very little,average,normal,50,3,normal
12910,147,2,31,4,very little,very much,extremely low,40,3,somewhat low
12911,147,2,32,12,average,average,normal,50,3,normal
12912,147,2,33,1,very little,a little,high,70,3,high
12913,147,2,34,11,average,a little,normal,50,3,normal
12914,147,2,35,6,a little,a little,somewhat high,90,3,extremely high
12915,147,2,36,18,a lot,a lot,somewhat high,30,3,low
12916,147,2,37,10,average,very little,normal,60,3,somewhat high
12917,147,2,38,13,average,a lot,normal,50,3,normal
12918,147,2,39,23,very much,very much,extremely high,20,3,very low
12919,147,2,40,21,very much,average,normal,50,3,normal
12920,147,2,41,22,very much,a lot,high,60,3,somewhat high
12921,147,2,42,15,a lot,very little,low,60,3,somewhat high
12922,147,2,43,14,average,very much,normal,50,3,normal
12923,147,2,44,20,very much,a little,low,70,3,high
12924,147,2,45,19,a lot,very much,high,70,3,high
12925,147,2,46,5,a little,very little,high,30,3,low
12926,147,3,47,18,a lot,a lot,somewhat high,70,3,high
12927,147,3,48,6,a little,a little,somewhat high,70,3,high
12928,147,3,49,22,very much,a lot,high,70,3,high
12929,147,3,50,5,a little,very little,high,70,3,high
12930,147,3,51,8,a little,a lot,somewhat low,50,3,normal
12931,147,3,52,19,a lot,very much,high,70,3,high
12932,147,3,53,15,a lot,very little,low,70,3,high
12933,147,3,54,1,very little,a little,high,70,3,high
12934,147,3,55,17,a lot,average,normal,50,3,normal
12935,147,3,56,13,average,a lot,normal,50,3,normal
12936,147,3,57,12,average,average,normal,50,3,normal
12937,147,3,58,20,very much,a little,low,70,3,high
12938,147,3,59,11,average,a little,normal,50,3,normal
12939,147,3,60,9,a little,very much,low,30,3,low
12940,147,3,61,16,a lot,a little,somewhat low,40,3,somewhat low
12941,147,3,62,2,very little,average,normal,50,3,normal
12942,147,3,63,14,average,very much,normal,50,3,normal
12943,147,3,64,21,very much,average,normal,50,3,normal
12944,147,3,65,7,a little,average,normal,50,3,normal
12945,147,3,66,23,very much,very much,extremely high,80,3,very high
12946,147,3,67,10,average,very little,normal,50,3,normal
12947,147,3,68,4,very little,very much,extremely low,40,3,somewhat low
12948,147,3,69,3,very little,a lot,low,40,3,somewhat low
12949,147,4,70,5,a little,very little,high,40,3,somewhat low
12950,147,4,71,17,a lot,average,normal,50,3,normal
12951,147,4,72,11,average,a little,normal,50,3,normal
12952,147,4,73,3,very little,a lot,low,30,3,low
12953,147,4,74,13,average,a lot,normal,50,3,normal
12954,147,4,75,14,average,very much,normal,50,3,normal
12955,147,4,76,1,very little,a little,high,70,3,high
12956,147,4,77,4,very little,very much,extremely low,40,3,somewhat low
12957,147,4,78,12,average,average,normal,50,3,normal
12958,147,4,79,18,a lot,a lot,somewhat high,90,3,extremely high
12959,147,4,80,6,a little,a little,somewhat high,60,3,somewhat high
12960,147,4,81,7,a little,average,normal,50,3,normal
12961,147,4,82,2,very little,average,normal,50,3,normal
12962,147,4,83,8,a little,a lot,somewhat low,40,3,somewhat low
12963,147,4,84,10,average,very little,normal,50,3,normal
12964,147,4,85,19,a lot,very much,high,90,3,extremely high
12965,147,4,86,15,a lot,very little,low,40,3,somewhat low
12966,147,4,87,22,very much,a lot,high,70,3,high
12967,147,4,88,20,very much,a little,low,40,3,somewhat low
12968,147,4,89,16,a lot,a little,somewhat low,40,3,somewhat low
12969,147,4,90,21,very much,average,normal,50,3,normal
12970,147,4,91,9,a little,very much,low,40,3,somewhat low
12971,147,4,92,23,very much,very much,extremely high,90,3,extremely high
12972,147,5,93,12,average,average,normal,50,3,normal
12973,147,5,94,5,a little,very little,high,60,3,somewhat high
12974,147,5,95,20,very much,a little,low,40,3,somewhat low
12975,147,5,96,6,a little,a little,somewhat high,60,3,somewhat high
12976,147,5,97,23,very much,very much,extremely high,90,3,extremely high
12977,147,5,98,11,average,a little,normal,50,3,normal
12978,147,5,99,18,a lot,a lot,somewhat high,70,3,high
12979,147,5,100,21,very much,average,normal,50,3,normal
12980,147,5,101,4,very little,very much,extremely low,30,3,low
12981,147,5,102,16,a lot,a little,somewhat low,40,3,somewhat low
12982,147,5,103,8,a little,a lot,somewhat low,40,3,somewhat low
12983,147,5,104,19,a lot,very much,high,70,3,high
12984,147,5,105,14,average,very much,normal,50,3,normal
12985,147,5,106,7,a little,average,normal,50,3,normal
12986,147,5,107,13,average,a lot,normal,50,3,normal
12987,147,5,108,15,a lot,very little,low,40,3,somewhat low
12988,147,5,109,22,very much,a lot,high,70,3,high
12989,147,5,110,10,average,very little,normal,50,3,normal
12990,147,5,111,1,very little,a little,high,30,3,low
12991,147,5,112,17,a lot,average,normal,50,3,normal
12992,147,5,113,3,very little,a lot,low,30,3,low
12993,147,5,114,9,a little,very much,low,30,3,low
12994,147,5,115,2,very little,average,normal,50,3,normal
12995,147,6,116,11,average,a little,normal,50,3,normal
12996,147,6,117,22,very much,a lot,high,70,3,high
12997,147,6,118,15,a lot,very little,low,30,3,low
12998,147,6,119,10,average,very little,normal,50,3,normal
12999,147,6,120,2,very little,average,normal,50,3,normal
13000,147,6,121,17,a lot,average,normal,50,3,normal
13001,147,6,122,4,very little,very much,extremely low,40,3,somewhat low
13002,147,6,123,1,very little,a little,high,70,3,high
13003,147,6,124,12,average,average,normal,50,3,normal
13004,147,6,125,20,very much,a little,low,30,3,low
13005,147,6,126,21,very much,average,normal,50,3,normal
13006,147,6,127,6,a little,a little,somewhat high,70,3,high
13007,147,6,128,18,a lot,a lot,somewhat high,70,3,high
13008,147,6,129,5,a little,very little,high,70,3,high
13009,147,6,130,13,average,a lot,normal,50,3,normal
13010,147,6,131,8,a little,a lot,somewhat low,40,3,somewhat low
13011,147,6,132,16,a lot,a little,somewhat low,40,3,somewhat low
13012,147,6,133,3,very little,a lot,low,30,3,low
13013,147,6,134,23,very much,very much,extremely high,90,3,extremely high
13014,147,6,135,14,average,very much,normal,50,3,normal
13015,147,6,136,9,a little,very much,low,30,3,low
13016,147,6,137,19,a lot,very much,high,70,3,high
13017,147,6,138,7,a little,average,normal,50,3,normal
13018,147,7,139,16,a lot,a little,somewhat low,40,3,somewhat low
13019,147,7,140,2,very little,average,normal,50,3,normal
13020,147,7,141,14,average,very much,normal,50,3,normal
13021,147,7,142,12,average,average,normal,50,3,normal
13022,147,7,143,4,very little,very much,extremely low,40,3,somewhat low
13023,147,7,144,5,a little,very little,high,70,3,high
13024,147,7,145,8,a little,a lot,somewhat low,40,3,somewhat low
13025,147,7,146,20,very much,a little,low,30,3,low
13026,147,7,147,21,very much,average,normal,50,3,normal
13027,147,7,148,23,very much,very much,extremely high,90,3,extremely high
13028,147,7,149,11,average,a little,normal,50,3,normal
13029,147,7,150,9,a little,very much,low,30,3,low
13030,147,7,151,1,very little,a little,high,70,3,high
13031,147,7,152,17,a lot,average,normal,50,3,normal
13032,147,7,153,3,very little,a lot,low,40,3,somewhat low
13033,147,7,154,22,very much,a lot,high,70,3,high
13034,147,7,155,6,a little,a little,somewhat high,60,3,somewhat high
13035,147,7,156,10,average,very little,normal,50,3,normal
13036,147,7,157,15,a lot,very little,low,40,3,somewhat low
